id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Rental unit in Montreal · ★4.67 · 1 bedroom · 2 beds · 1 bath,125031,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,190,2,439,2023-09-19,2.71,2,308,49,"267153, expires: 2024-03-31"
29061,Home in Montreal · ★4.72 · 2 bedrooms · 2 beds · 1 bath,125031,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,349,3,128,2023-09-11,0.90,2,321,18,"267153, expires: 2024-03-31"
34715,Rental unit in Montreal · ★4.89 · 2 bedrooms · 3 beds · 1 bath,149769,Alain,,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,160,14,10,2023-07-08,0.06,1,131,2,"261026, expires: 2023-10-31"
36301,Rental unit in Montréal · ★4.88 · 1 bedroom · 2 beds · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,175,32,49,2023-08-31,0.48,7,341,4,
38118,Rental unit in Montreal · ★4.50 · 3 bedrooms · 4 beds · 1 shared bath,163569,M.,,Ville-Marie,45.52699,-73.5584,Private room,50,31,17,2022-08-29,0.12,1,327,0,
46626,Rental unit in Montréal · ★4.62 · 4 bedrooms · 4 beds · 1 shared bath,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4702282493343,-73.60712289553328,Private room,76,3,54,2023-09-16,0.36,2,353,14,"305995, expires: 2024-07-31"
50479,Rental unit in Montreal · ★4.95 · 1 bedroom · 1 bed · 1 bath,231694,Noemie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,121,4,243,2023-09-23,1.53,2,0,52,"271530, expires: 2024-04-30"
66247,Loft in Montreal · ★4.70 · 1 bedroom · 1 bed · 1 bath,318040,Seb,,Ville-Marie,45.50584,-73.55602,Entire home/apt,209,3,427,2023-09-25,2.74,5,53,80,"314544, expires: 2024-07-14T00:00:00Z"
66276,Rental unit in Montreal · ★4.70 · 1 bedroom · 1 bed · 1 bath,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46133041381836,-73.62896728515625,Entire home/apt,55,32,39,2023-06-06,0.25,2,256,1,
70489,Condo in Montreal · ★4.0 · 1 bedroom · 2 beds · 1.5 baths,145990,Marc Andre,,Ville-Marie,45.5019,-73.56354,Entire home/apt,90,31,3,2014-09-08,0.02,1,291,0,
70801,Home in Montreal · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,294382,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,515,3,34,2023-09-05,0.22,1,127,7,"310728, expires: 2024-07-31"
85267,Rental unit in Montreal · ★4.89 · 1 bedroom · 2 beds · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,170,90,38,2023-08-09,0.25,7,288,5,
99859,Rental unit in Montreal · ★4.81 · 2 bedrooms · 2 beds · 1 bath,525486,Sesaye,,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,232,31,45,2023-08-07,0.30,1,365,4,
104554,Rental unit in Montreal · ★4.67 · 2 bedrooms · 2 beds · 1 bath,543969,Victoria,,Le Plateau-Mont-Royal,45.52403,-73.60176,Entire home/apt,123,31,90,2023-08-30,0.60,1,7,6,"307546, expires: 2023-11-30"
107860,Rental unit in Montreal · ★4.48 · 1 bedroom · 4 beds · 1.5 shared baths,528512,Jen,,Le Plateau-Mont-Royal,45.52508,-73.58719,Private room,20,300,145,2022-12-19,0.96,1,269,1,
135275,Rental unit in Montreal · ★4.81 · 1 bedroom · 1 bed · 2 baths,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,181,60,73,2023-04-30,0.49,3,160,1,
137443,Rental unit in Montreal · ★4.80 · 2 bedrooms · 2 beds · 1 bath,656725,Christophe,,Le Plateau-Mont-Royal,45.52663,-73.60145,Entire home/apt,234,2,66,2023-09-11,0.47,1,155,20,"310398, expires: 2024-06-30"
142722,Rental unit in Montreal · ★4.85 · Studio · 1 bed · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.52851,-73.58224,Entire home/apt,140,32,125,2023-07-31,0.84,7,103,3,
160600,Rental unit in Montreal · ★4.85 · 2 bedrooms · 3 beds · 1 bath,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.461334228515625,-73.62901306152344,Entire home/apt,96,32,27,2023-09-11,0.18,2,312,5,
160639,Rental unit in Montréal · ★4.73 · 1 bedroom · 1 bed · 1 bath,38398,Omar,,Rosemont-La Petite-Patrie,45.54512,-73.59808,Entire home/apt,90,186,16,2019-11-30,0.11,1,358,0,
164087,Rental unit in Montreal · ★4.84 · Studio · 1 bed · 1 bath,604849,Martin,,Le Plateau-Mont-Royal,45.528545,-73.579308,Entire home/apt,150,2,696,2023-09-18,4.70,3,128,64,"291093, expires: 2024-01-31"
165108,Rental unit in Montreal · ★4.69 · 2 bedrooms · 2 beds · 1 bath,787391,Karine,,Rosemont-La Petite-Patrie,45.54673,-73.57181,Entire home/apt,95,31,32,2022-01-02,0.22,3,2,0,
168331,Rental unit in Montréal · ★4.91 · 2 bedrooms · 2 beds · 1 bath,604849,Martin,,Le Plateau-Mont-Royal,45.528431,-73.578979,Entire home/apt,321,2,605,2023-09-24,4.13,3,104,67,"291093, expires: 2024-01-31"
171627,Rental unit in Montreal · Studio · 1 bed · 1 bath,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49406,-73.62555,Entire home/apt,92,31,2,2022-08-07,0.01,3,98,0,
180947,Rental unit in Montreal · ★4.25 · 1 bedroom · 1 bed · 1 bath,387422,Service,,Ville-Marie,45.50312,-73.56346,Entire home/apt,115,31,5,2022-03-22,0.04,20,365,0,
182142,Rental unit in Montréal · ★5.0 · 4 bedrooms · 6 beds · 2.5 baths,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49172,-73.6247,Entire home/apt,299,31,3,2022-12-31,0.18,3,344,1,
190003,Rental unit in Montreal · 1 bedroom · 1 bed · 1 bath,640693,Marco,,Le Plateau-Mont-Royal,45.51937,-73.56999,Private room,13294,99,1,2011-08-13,0.01,1,365,0,
206647,Rental unit in Montreal · ★4.42 · 1 bedroom · 1 bed · 1 bath,1016614,Home In Montreal,,Le Sud-Ouest,45.47944,-73.5582,Entire home/apt,83,90,19,2022-08-31,0.14,7,1,0,
208337,Rental unit in Montreal · ★4.82 · 4 bedrooms · 4 beds · 2.5 baths,1025518,Christian Et Judith,,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire home/apt,220,20,23,2022-08-28,0.16,2,48,0,"306474, expires: 2024-08-31"
211602,Guest suite in Baie-D'Urfe · ★4.85 · 1 bedroom · 1 bed · 1 bath,407029,Hans,,Baie-d'Urfé,45.41282,-73.90712,Entire home/apt,146,2,216,2023-10-02,1.79,1,16,21,"311701, expires: 2023-12-22"
222430,Home in Montreal · ★4.11 · 1 bedroom · 1 bed · 1 bath,1020994,Melanie,,Ville-Marie,45.4901,-73.56718,Private room,40,31,20,2022-06-27,0.14,8,289,0,
231472,Rental unit in Montreal · ★4.89 · 1 bedroom · 2 beds · 1 bath,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61759,Entire home/apt,125,31,22,2020-03-31,0.16,3,40,0,
233584,Townhouse in Montreal · ★5.0 · 1 bedroom · 1 bed · 3 shared baths,1020994,Melanie,,Le Sud-Ouest,45.49031,-73.56686,Private room,30,32,4,2015-08-31,0.03,8,288,0,
234198,Guest suite in Montreal · ★4.80 · 1 bedroom · 1 bed · 0 baths,381468,Sylvie,,Le Plateau-Mont-Royal,45.52991,-73.58205,Entire home/apt,140,32,51,2023-09-10,0.36,7,128,2,
237216,Rental unit in Montreal · ★4.66 · 1 bedroom · 1 bed · 1 bath,1245164,Christophe &  Marie-Andrée,,Villeray-Saint-Michel-Parc-Extension,45.55275,-73.60055,Entire home/apt,90,32,45,2023-09-30,0.31,1,5,3,
238705,Cottage in Montreal · ★4.78 · 4 bedrooms · 5 beds · 2 baths,1251392,Victor,,Le Plateau-Mont-Royal,45.5211,-73.59219,Entire home/apt,375,31,10,2020-01-02,0.08,1,280,0,
241212,Rental unit in Montreal · ★4.93 · 3 bedrooms · 3 beds · 1.5 baths,787391,Karine,,Rosemont-La Petite-Patrie,45.5467,-73.57182,Entire home/apt,180,31,17,2023-07-13,0.12,3,1,2,270992
256043,Condo in Montreal · ★4.97 · 2 bedrooms · 2 beds · 1 bath,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.52912,-73.57694,Entire home/apt,100,90,34,2020-10-29,0.33,1,81,0,
285349,Rental unit in Montréal · ★4.78 · 3 bedrooms · 3 beds · 1 bath,787391,Karine,,Rosemont-La Petite-Patrie,45.55232,-73.58254,Entire home/apt,180,31,9,2021-10-10,0.14,3,294,0,
285497,Condo in Montréal · ★4.47 · 1 bedroom · 2 beds · 1 bath,1486044,Karine,,Le Plateau-Mont-Royal,45.50999,-73.5749,Entire home/apt,115,90,17,2023-08-15,0.17,1,365,1,
286671,Rental unit in Montreal · ★4.70 · 2 bedrooms · 2 beds · 2 baths,1145010,Ian,,Le Plateau-Mont-Royal,45.51898,-73.56871,Entire home/apt,220,90,11,2019-11-29,0.08,1,359,0,
291629,Rental unit in Montreal · ★4.88 · Studio · 1 bath,1510828,Marie-France Et Alain,,Rosemont-La Petite-Patrie,45.54967,-73.58588,Entire home/apt,38,31,82,2023-08-22,0.58,1,120,6,
293760,Rental unit in Saint-Laurent · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,1327466,Marie Gyby,,Saint-Laurent,45.52353,-73.68069,Private room,40,31,36,2021-01-01,0.25,3,258,0,
319695,Condo in Montreal · ★4.77 · 1 bedroom · 2 beds · 1 bath,370793,Aleece,,Le Plateau-Mont-Royal,45.52459,-73.59616,Entire home/apt,160,180,35,2021-06-21,0.25,1,364,0,
331764,Loft in Montreal · ★4.79 · 1 bedroom · 1 bed · 1 bath,1676310,Julien,,Le Plateau-Mont-Royal,45.52916,-73.57174,Entire home/apt,48,31,65,2023-08-13,0.48,1,80,2,
351671,Loft in Montreal · ★4.92 · 1 bedroom · 1 bed · 1 bath,381468,Sylvie,,Le Plateau-Mont-Royal,45.52979,-73.58235,Entire home/apt,125,32,73,2023-07-03,0.53,7,325,1,
353210,Rental unit in Montreal · ★4.93 · 1 bedroom · 1 bed · 2 shared baths,1789044,Colin&Özge,,Mercier-Hochelaga-Maisonneuve,45.55646,-73.53311,Private room,40,31,29,2023-07-29,0.22,3,120,3,
366300,Loft in Montreal · ★5.0 · 1 bedroom · 1 bed · 1 bath,1849455,Jackie,,Le Plateau-Mont-Royal,45.51783,-73.58198,Entire home/apt,220,365,15,2017-07-04,0.11,1,365,0,
380222,Rental unit in Montreal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1908104,Josée,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46567,-73.61991,Entire home/apt,95,31,6,2022-05-27,0.04,1,122,0,
397489,Condo in Montreal · ★4.52 · 2 bedrooms · 2 beds · 1.5 baths,1980685,Chad,,Le Sud-Ouest,45.4888,-73.57092,Entire home/apt,109,365,25,2021-02-01,0.18,2,365,0,
416010,Rental unit in Montreal · ★4.67 · 1 bedroom · 1 bed · 1 bath,702508,Andréane,,Rosemont-La Petite-Patrie,45.5519,-73.57544,Entire home/apt,45,60,36,2022-12-20,0.26,2,130,1,
418104,Rental unit in Montreal · ★4.89 · 1 bedroom · 1 bed · 1 bath,2077991,Janique And Frederic,,Rosemont-La Petite-Patrie,45.54702,-73.57514,Entire home/apt,75,32,399,2023-08-25,2.86,1,25,5,
426532,Rental unit in Verdun · ★4.64 · 1 bedroom · 1 bed · 1 bath,1016614,Home In Montreal,,Verdun,45.46853,-73.57173,Entire home/apt,112,90,12,2022-04-18,0.09,7,17,0,
451945,Rental unit in Montreal · ★4.60 · 3 bedrooms · 3 beds · 1 bath,2245004,Stephanie,,Le Plateau-Mont-Royal,45.53461,-73.57076,Entire home/apt,200,5,10,2023-07-15,0.10,1,203,1,"313257, expires: 2024-05-17T00:00:00Z"
453936,Rental unit in Montreal · ★4.93 · 1 bedroom · 1 bed · 1 bath,1904354,Serge,,Le Plateau-Mont-Royal,45.51614,-73.581,Entire home/apt,116,3,358,2023-09-26,2.59,1,250,54,"249454, expires: 2024-04-30"
476730,Rental unit in Montréal · ★4.91 · 3 bedrooms · 3 beds · 1 bath,2363064,Eloy & Julie,,Rosemont-La Petite-Patrie,45.54478,-73.60849,Entire home/apt,90,32,47,2019-08-14,0.34,1,0,0,
481023,Loft in Montreal · ★4.86 · 2 bedrooms · 3 beds · 2 baths,1149654,Jessica,,Le Plateau-Mont-Royal,45.52428,-73.58825,Entire home/apt,252,32,15,2019-08-08,0.11,3,331,0,
487610,Rental unit in Montreal · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,2170500,Cecel,,Le Plateau-Mont-Royal,45.51272,-73.57613,Private room,27,31,20,2020-03-28,0.14,1,16,0,
488221,Condo in Montreal · ★4.87 · 3 bedrooms · 3 beds · 1 bath,1375370,Pierre Et Martyna,,Rosemont-La Petite-Patrie,45.53556,-73.61186,Entire home/apt,285,6,23,2023-08-21,0.17,1,74,4,"314174, expires: 2024-06-19"
500701,Loft in Montreal · ★4.84 · 4 bedrooms · 6 beds · 2.5 baths,2470535,Valerie,,Le Sud-Ouest,45.48004,-73.58113,Entire home/apt,415,31,330,2023-09-17,2.43,1,360,43,
511509,Rental unit in Montreal · ★4.76 · 1 bedroom · 2 beds · 1 bath,2519666,Andrew,,Ville-Marie,45.50922,-73.5519,Entire home/apt,120,2,301,2023-10-05,2.18,1,289,55,"314121, expires: 2024-06-21"
513546,Loft in Montréal · ★4.79 · 1 bedroom · 1 bed · 1 bath,2529811,Kim And Sam,,Ville-Marie,45.50434,-73.56264,Entire home/apt,94,31,388,2023-09-07,2.81,4,233,14,331251
519108,Rental unit in Montreal · ★5.0 · 1 bedroom · 2 beds · 1 bath,2553387,Andréanne,,Villeray-Saint-Michel-Parc-Extension,45.53689,-73.62379,Entire home/apt,90,32,34,2023-03-23,0.25,1,112,3,
522094,Rental unit in Montreal · ★4.77 · 1 bedroom · 1 bath,2349836,Amelie,,Rosemont-La Petite-Patrie,45.54192,-73.60358,Entire home/apt,70,90,53,2022-11-30,0.39,1,312,1,
526401,Rental unit in Montreal · ★4.65 · 1 bedroom · 1 bed · 1 bath,915999,Tammy,,Le Plateau-Mont-Royal,45.5137,-73.57614,Entire home/apt,140,180,93,2019-08-17,0.74,1,282,0,
527449,Rental unit in Montreal · ★4.94 · 1 bedroom · 1 bed · 1 bath,2591217,Philippe,,Le Plateau-Mont-Royal,45.52952,-73.59487,Entire home/apt,68,32,35,2023-07-17,0.30,1,132,2,
534948,Rental unit in Montreal · ★4.83 · 2 bedrooms · 2 beds · 1 bath,1610679,Edward,,Le Sud-Ouest,45.4873,-73.5733,Entire home/apt,88,31,6,2023-09-01,0.05,1,179,2,
542160,Condo in Montreal · ★4.78 · 1 bedroom · 1 bed · 1 bath,2666170,Alex,,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire home/apt,85,7,193,2023-09-10,1.69,2,253,8,"284723, expires: 2024-06-30"
556742,Rental unit in Montreal · ★4.83 · 2 bedrooms · 2 beds · 1 bath,2737452,Carole,,Le Plateau-Mont-Royal,45.5309,-73.56854,Entire home/apt,95,31,127,2023-08-23,0.94,2,257,4,
564098,Rental unit in Montreal · ★4.82 · 1 bedroom · 1 bed · 1 bath,2542265,Marilou,,Le Plateau-Mont-Royal,45.53826,-73.5707,Entire home/apt,50,31,13,2023-08-30,0.10,2,175,2,
565545,Condo in Montreal · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,2124794,Aniss,,Mercier-Hochelaga-Maisonneuve,45.5506,-73.5443,Private room,60,31,37,2018-09-20,0.27,1,266,0,
573924,Rental unit in Verdun · ★4.60 · 1 bedroom · 1 bed · 1 bath,1016614,Home In Montreal,,Verdun,45.46716,-73.57171,Entire home/apt,99,90,10,2023-08-31,0.07,7,76,1,
583029,Bed and breakfast in Lachine · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,2872156,Eve Caroline,,Lachine,45.43393,-73.68545,Private room,94,3,103,2023-10-03,0.76,1,79,17,"309309, expires: 2024-03-31"
589770,Rental unit in Montreal · ★4.77 · 1 bedroom · 2 beds · 1 bath,2909959,Cottages Montréal,,Ville-Marie,45.51757,-73.55598,Entire home/apt,145,2,122,2023-09-26,0.90,3,300,40,"271946, expires: 2023-12-31"
598266,Rental unit in Montreal · ★4.12 · 4 bedrooms · 4 beds · 1 bath,2713204,Jean-Philippe,,Rosemont-La Petite-Patrie,45.53491,-73.60668,Entire home/apt,250,31,49,2022-07-04,0.36,3,364,0,
600879,Loft in Montreal · 1 bedroom · 1 bed · 1 bath,2973337,Sanaa,,Rosemont-La Petite-Patrie,45.53776,-73.60568,Entire home/apt,130,31,1,2023-09-20,1,2,88,1,"313918, expires: 2024-06-01"
616408,Rental unit in Montreal · ★4.67 · 3 bedrooms · 3 beds · 1 bath,3055081,Nath,,Le Plateau-Mont-Royal,45.5285,-73.58559,Entire home/apt,318,31,21,2022-08-31,0.15,1,362,0,
624078,Rental unit in Montreal · ★5.0 · 1 bedroom · 1 bed · 1 bath,3095959,Olivier,,Le Plateau-Mont-Royal,45.50652,-73.57523,Entire home/apt,189,31,11,2023-06-22,0.09,1,160,3,
635179,Home in Montreal · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,3154502,Liette-Kyny,,Le Sud-Ouest,45.47907,-73.57308,Entire home/apt,115,32,9,2021-06-24,0.09,2,364,0,
636982,Rental unit in Montreal · ★4.77 · 1 bedroom · 1 bed,3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54721,-73.59024,Private room,48,31,13,2023-07-01,0.12,2,299,3,
637533,Rental unit in Montreal · ★4.86 · 2 bedrooms · 3 beds · 1.5 baths,2909959,Cottages Montréal,,Ville-Marie,45.51758,-73.55601,Entire home/apt,213,2,215,2023-10-06,1.69,3,233,65,"271946, expires: 2023-12-31"
644898,Rental unit in Montreal · ★4.81 · 1 bedroom · 1 bed · 1 bath,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51884,-73.59048,Entire home/apt,123,1,824,2023-09-24,6.10,2,188,97,"263966, expires: 2024-05-31"
646363,Rental unit in Montreal · ★4.90 · 1 bedroom · 1 bed · 1 bath,3239159,Sandy,,Rosemont-La Petite-Patrie,45.57466,-73.57275,Entire home/apt,90,31,32,2023-07-03,0.24,3,330,3,
654475,Rental unit in Montreal · ★4.75 · 2 bedrooms · 3 beds · 1 bath,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54959,-73.66735,Entire home/apt,105,33,8,2021-09-27,0.08,5,36,0,
662501,Rental unit in Montreal · ★4.83 · 2 bedrooms · 2 beds · 1 bath,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52408,-73.59696,Entire home/apt,85,31,30,2023-09-01,0.23,3,291,5,
674339,Rental unit in Montreal · 2 bedrooms · 1 bed · 1 bath,3423809,Delphine,,Mercier-Hochelaga-Maisonneuve,45.54727,-73.53482,Entire home/apt,50,360,0,,,1,0,0,
697198,Rental unit in Montreal · ★5.0 · 1 bedroom · 1 bed · 1 bath,3571507,Stephane,,Ville-Marie,45.51602,-73.56676,Entire home/apt,43,31,8,2020-03-31,0.12,1,8,0,
700828,Rental unit in Montreal · ★4.92 · 3 bedrooms · 3 beds · 1 bath,3588890,Justyna,,Le Plateau-Mont-Royal,45.51885,-73.5858,Entire home/apt,110,32,53,2023-08-24,0.41,1,189,4,
708096,Condo in Montréal · ★4.78 · 1 bedroom · 2 beds · 1 bath,3641118,Mark,,Le Plateau-Mont-Royal,45.51579,-73.57833,Entire home/apt,115,32,252,2020-09-28,1.88,1,364,0,
720581,Rental unit in Montreal · ★4.70 · 1 bedroom · 2 beds · 1 bath,1327466,Marie Gyby,,Saint-Laurent,45.52597,-73.68104,Entire home/apt,76,31,92,2022-06-01,0.74,3,280,0,
726334,Rental unit in Montreal · ★4.97 · 2 bedrooms · 2 beds · 1 bath,3758382,Melanie + Guy,,Outremont,45.51811,-73.59867,Entire home/apt,168,32,71,2022-09-06,0.54,1,133,0,
728677,Home in Montreal · ★4.76 · 4 bedrooms · 6 beds · 3 baths,3781413,Karine,,Ahuntsic-Cartierville,45.54842,-73.66532,Entire home/apt,180,31,18,2023-06-24,0.17,1,0,4,
739882,Rental unit in Montreal · ★4.86 · 3 bedrooms · 4 beds · 2 baths,3870879,Karine,,Mercier-Hochelaga-Maisonneuve,45.54253,-73.54261,Entire home/apt,95,31,23,2023-08-22,0.18,1,0,2,"312538, expires: 2024-04-30"
744424,Rental unit in Montreal · ★4.70 · 1 bedroom · 2 beds · 1 bath,3901487,France,,Le Plateau-Mont-Royal,45.5243,-73.59238,Entire home/apt,100,60,149,2021-06-03,1.17,3,152,0,271283
744459,Rental unit in Montreal · ★4.92 · 1 bedroom · 1 bed · 1 bath,3901487,France,,Le Plateau-Mont-Royal,45.5241,-73.59248,Entire home/apt,150,30,37,2023-09-23,0.29,3,216,3,"271283, expires: 2023-11-23"
755459,Loft in Montreal · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,1766393,Missy,,Ville-Marie,45.50444,-73.55426,Entire home/apt,376,31,143,2023-04-03,1.49,3,156,5,
756784,Rental unit in Montreal · ★4.95 · 1 bedroom · 1 bed · 1 bath,3984292,Yoann & Markus,,Ville-Marie,45.5202,-73.56335,Entire home/apt,150,28,73,2023-09-25,0.58,1,55,9,"306072, expires: 2024-07-31"
759953,Home in Montreal · 3 bedrooms · 3 beds · 2.5 baths,3517393,Hélène & Simon,,Ahuntsic-Cartierville,45.54117,-73.67114,Entire home/apt,150,31,1,2015-01-01,0.01,1,62,0,
760558,Condo in Montreal · ★4.87 · 1 bedroom · 1 bed · 1 private bath,715871,Stephanie,,Le Plateau-Mont-Royal,45.52186,-73.58207,Private room,141,3,55,2023-09-25,0.44,2,0,9,"307677, expires: 2023-11-30T01:00:00Z"
767978,Rental unit in Montreal · ★4.91 · 2 bedrooms · 2 beds · 1 bath,4044343,Marie-Josée,,Rosemont-La Petite-Patrie,45.55299,-73.59536,Entire home/apt,60,32,11,2023-07-31,0.11,1,263,1,
781216,Rental unit in Montreal · ★4.48 · 1 bedroom · 2 beds · 1 bath,4111978,Cecilia,,Ville-Marie,45.50342,-73.55668,Entire home/apt,58,90,29,2019-12-22,0.23,1,0,0,
815265,Rental unit in Montreal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,387422,Service,,Ville-Marie,45.49238,-73.57625,Entire home/apt,112,31,5,2023-09-30,0.05,20,365,2,
833598,Loft in Montreal · ★4.75 · 1 bedroom · 1 bed · 1 bath,1703886,Albane & Alex,,Mercier-Hochelaga-Maisonneuve,45.5461,-73.54263,Entire home/apt,100,31,12,2023-07-31,0.18,1,319,3,
839318,Rental unit in Montreal · ★4.53 · 1 bedroom · 2 beds · 1 bath,4384589,Charles,,Rosemont-La Petite-Patrie,45.54934,-73.58532,Entire home/apt,80,32,30,2023-01-13,0.24,1,1,1,
840426,Home in Montreal · 1 bedroom · 1 bed · 1 bath,3382340,Yanic,,Le Plateau-Mont-Royal,45.52073,-73.5807,Entire home/apt,155,60,0,,,1,365,0,
842128,Rental unit in Montreal · 2 bedrooms · 2 beds · 2 baths,4393679,Animesh,,Ville-Marie,45.49272,-73.56501,Entire home/apt,500,60,0,,,1,0,0,
844269,Loft in Montreal · ★4.86 · 1 bedroom · 2 beds · 1 bath,2441890,Alain,,Ville-Marie,45.50484,-73.55483,Entire home/apt,135,31,74,2019-02-25,0.59,1,75,0,
850970,Home in Montreal · ★5.0 · 4 bedrooms · 4 beds · 2 baths,4440030,David,,Le Plateau-Mont-Royal,45.52797,-73.57446,Entire home/apt,701,3,8,2023-09-04,0.08,1,357,3,"309543, expires: 2024-04-30"
854388,Rental unit in Montreal · 2 bedrooms · 2 beds · 1 bath,4462156,Florence Et France,,Le Sud-Ouest,45.44955,-73.59633,Entire home/apt,90,32,1,2016-07-31,0.01,8,220,0,
856136,Rental unit in Montreal · ★4.33 · 1 bedroom · 1 bed,3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54706,-73.59011,Private room,48,31,6,2023-02-12,0.44,2,341,3,
858051,Rental unit in Montreal · ★4.44 · 4 bedrooms · 6 beds · 2 baths,4489286,Ibrahim,,Verdun,45.45032,-73.56707,Entire home/apt,359,31,35,2023-06-01,0.28,2,362,3,261962
865853,Rental unit in Montreal · ★4.79 · 1 bedroom · 1 bed · 1 bath,1155194,Céline&François,,Rosemont-La Petite-Patrie,45.53931,-73.59157,Entire home/apt,173,32,205,2023-09-15,1.59,1,231,4,
866133,Rental unit in Montreal · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,4296239,Lynne,,Mercier-Hochelaga-Maisonneuve,45.55621,-73.53948,Private room,86,31,91,2019-08-25,0.70,1,0,0,
869558,Rental unit in Montreal · ★4.58 · 1 bedroom · 1 bed · 1 bath,1016614,Home In Montreal,,Le Sud-Ouest,45.47984,-73.55837,Entire home/apt,74,90,27,2017-04-30,0.22,7,0,0,
875315,Rental unit in Montreal · ★5.0 · 1 bedroom · 1 bed · 1 bath,4621118,Josée,,Villeray-Saint-Michel-Parc-Extension,45.54245,-73.61908,Entire home/apt,110,31,25,2023-09-03,0.28,3,48,6,
878412,Townhouse in Montreal · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,1020994,Melanie,,Le Sud-Ouest,45.49072,-73.56627,Private room,36,31,6,2017-07-23,0.05,8,110,0,
879191,Home in Montreal · 1 bedroom · 1 bed · 2 shared baths,1020994,Melanie,,Le Sud-Ouest,45.49068,-73.56544,Private room,35,31,1,2015-04-19,0.01,8,289,0,
879202,Home in Montreal · ★5.0 · 1 bedroom,1020994,Melanie,,Ville-Marie,45.49462,-73.56486,Private room,27,31,7,2022-07-31,0.06,8,160,0,
889347,Loft in Montréal · ★4.69 · 2 bedrooms · 1 bed · 1 bath,4718435,Pierre,,Rosemont-La Petite-Patrie,45.53421,-73.60252,Entire home/apt,91,5,89,2023-09-08,0.69,4,199,13,"266641, expires: 2024-07-31"
890444,Rental unit in Montreal · ★4.85 · 1 bedroom · 1 bed · 1 bath,4700215,Valérie,,Mercier-Hochelaga-Maisonneuve,45.5578,-73.53967,Entire home/apt,125,2,101,2023-09-29,0.84,1,267,23,"263141, expires: 2023-12-31"
898804,Rental unit in Montreal · ★4.86 · 1 bedroom · 1 bed · 1 bath,4797675,Marie-Hélène,,Le Plateau-Mont-Royal,45.53571,-73.56806,Entire home/apt,55,32,36,2023-07-31,0.28,2,42,5,
909966,Rental unit in Montreal · ★4.18 · 1 bedroom · 2 beds · 1 bath,1646154,Dimitri,,Le Sud-Ouest,45.45053,-73.60031,Entire home/apt,59,40,40,2023-04-22,0.31,6,220,1,
909980,Rental unit in Montreal · ★4.25 · 1 bedroom · 2 beds · 1.5 baths,1646154,Dimitri,,Le Sud-Ouest,45.45225,-73.60177,Entire home/apt,59,40,65,2023-08-31,0.50,6,281,2,
919567,Rental unit in Montréal · ★4.76 · 1 bedroom · 1 bed · 1 bath,4940012,Anne-Claire,,Villeray-Saint-Michel-Parc-Extension,45.554325103759766,-73.60000610351562,Entire home/apt,96,31,35,2023-08-06,0.27,1,355,5,
